periode_data,wilayah,kecamatan,kelurahan,kode_hidran,nama_hidran,longitude,latitude,alamat,kondisi
2023,Jakarta Selatan,Kebayoran Baru,Rawa Barat,132050207008 ,Hidran Kota,"106,8018754","-6,229219746",Jl.Senopati depan Apartemen Senopati Kel.Rawa Barat Kec.Keb.Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Rawa Barat,132050207008 ,Hidran Kota,"106,8040865","-6,229301155",Jl.Senopati depan penhouse Kel.Rawa Barat Kec.Keb.Baru,Baik
2023,Jakarta Selatan,Kebayoran Baru,Rawa Barat,132050207008 ,Hidran Kota,"106,8053342","-6,229779272",Jl.Senopati ujung Jl.Bangkeng Kel.Rawa Barat Kec.Keb.Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Rawa Barat,132050207008 ,Hidran Kota,"106,8068577","-6,230227222",Jl.Senopati depan rumah No.38 Kel.Rawa Barat Kec.Keb.Baru,Baik
2023,Jakarta Selatan,Kebayoran Baru,Rawa Barat,132050207008 ,Hidran Kota,"106,8095473","-6,235205464",Jl.Kertanegara depan rumah No.36 Kel.Rawa Barat Kec.Keb.Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Rawa Barat,132050207008 ,Hidran Kota,"106,8104056","-6,234362899",Jl.Kertanegara depan rumah No.34 Kel.Rawa Barat Kec.Keb.Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Rawa Barat,132050207008 ,Hidran Kota,"106,8086246","-6,235546756",Jl.Kertanegara depan pingpong lounge Kel.Rawa Barat Kec.Keb.Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Rawa Barat,132050207008 ,Hidran Kota,"106,8080489","-6,2435209",Jl.Prof Sutono Kel.Rawa Barat Kec.Keb.Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Rawa Barat,132050207008 ,Hidran Kota,"106,8157386","-6,235682463",Jl.Senayan depan Yoseni Hotel Kel.Rawa Barat Kec.Keb.Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Rawa Barat,132050207008 ,Hidran Kota,"106,8057634","-6,230013913",JL. Senopati Sebrang Jalan Bangkeng kel. Rawa Barat Kec. Keb Baru,Baik
2023,Jakarta Selatan,Kebayoran Baru,Selong,132050207008 ,Hidran Kota,"106,8048093","-6,238135318",Jl.Sanjaya I belakang Mabes Polri Kel.Selong Kec.Keb.Baru,Baik
2023,Jakarta Selatan,Kebayoran Baru,Selong,132050207008 ,Hidran Kota,"106,7999501","-6,235472937",Jl.Raden Patah depan Dirjen PU Kel.Selong Kec.Keb.Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Selong,132050207008 ,Hidran Kota,"106,801655","-6,232555049",Jl.Mataram dekat SPBU Kel.Selong Kec.Keb.Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Senayan,132050207008 ,Hidran Kota,"106,8145462","-6,22325288",Jl.Gatot Subroto Samsat Kel.Senayan Kec.Keb.Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Senayan,132050207008 ,Hidran Kota,"106,8056999","-6,224492279",Jl.Jendral Sudirman depan Niaga Tower Kel.Senayan Kec.Keb.Baru,Baik
2023,Jakarta Selatan,Kebayoran Baru,Senayan,132050207008 ,Hidran Kota,"106,812479","-6,222871589",Jl.Jendral Sudirman samping pintu masuk Polda Kel.Senayan Kec.Keb.Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Gandaria Selatan,132050207008 ,Hidran Kota,"106,7932579","-6,261429951",Jl.Hidup baru III depan rumah No.48 Kel.Gandaria Sel Kec.Keb.Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Gandaria Selatan,132050207008 ,Hidran Kota,"106,7875647","-6,26459483",Jl.Marga Guna depan Dep Sos Kel.Gandaria Sel Kec.Keb.Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Gandaria Selatan,132050207008 ,Hidran Kota,"106,8001302","-6,244276828",Jl.Iskandarsyah Raya Pintu Masuk Carefour  Kel.Gandaria Sel Kec.Keb.Baru,Baik
2023,Jakarta Selatan,Kebayoran Baru,Gandaria Selatan,132050207008 ,Hidran Kota,"106,7969976","-6,26779086",Jl.Rs Fatmawati dekat Jl.Madrasah Kel.Gandaria Sel Kec.Keb.Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Gandaria Selatan,132050207008 ,Hidran Kota,"106,797416","-6,272575437",Jl.Rs Fatmawati depan ACC Kel.Gandaria Sel Kec.Keb.Baru,Baik
2023,Jakarta Selatan,Kebayoran Baru,Gandaria Utara,132050207008 ,Hidran Kota,"106,788736","-6,26206709",Jl.Radio Dalam  Kel.Gandaria Utara Kec. Keb. Baru,Baik
2023,Jakarta Selatan,Kebayoran Baru,Gandaria Utara,132050207008 ,Hidran Kota,"106,7893798","-6,258856969",Jl.Radio Dalam depan Komp BRI Kel.Gandaria Utara Kec. Keb. Baru,Baik
2023,Jakarta Selatan,Kebayoran Baru,Gandaria Utara,132050207008 ,Hidran Kota,"106,7966861","-6,252148635",Jl.Petogogan depan Sekolah Dasar Petogogan Kel.Gandaria Utara Kec. Keb. Baru,Baik
2023,Jakarta Selatan,Kebayoran Baru,Gandaria Utara,132050207008 ,Hidran Kota,"106,796729","-6,255177348",Jl.H.Nawi depan Car Wash Kel.Gandaria Utara Kec. Keb. Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Cipete Utara,132050207008 ,Hidran Kota,"106,7984693","-6,257610076",Jl.Darmawangsa X Kel.Cipete Utara Kec. Keb. Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Cipete Utara,132050207008 ,Hidran Kota,"106,7965173","-6,262083665",Jl.Rs.Fatmawati Ex Poll PPD Kel.Cipete Utara Kec. Keb. Baru,Baik
2023,Jakarta Selatan,Kebayoran Baru,Cipete Utara,132050207008 ,Hidran Kota,"106,7971932","-6,266850818",Jl.H.Nawi depan Bengkel  Kel.Cipete Utara Kec. Keb. Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Cipete Utara,132050207008 ,Hidran Kota,"106,8068145","-6,266136904",Jl.Abdul Majid depan Sekolah Dasar  Kel.Cipete Utara Kec. Keb. Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Cipete Utara,132050207008 ,Hidran Kota,"106,8056741","-6,261513752",Jl.H. Jian ujung  Kel.Cipete Utara Kec. Keb.Baru,Baik
2023,Jakarta Selatan,Kebayoran Baru,Pulo,132050207008 ,Hidran Kota,"106,8016644","-6,266927319",Jl.Abdul Majid depan rumah No.26.A Kel.Pulo Kec.Keb.Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Pulo,132050207008 ,Hidran Kota,"106,8037785","-6,25267605",Jl.Darmawangsa depan Bima Sena Kel.Pulo Kec.Keb.Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Pulo,132050207008 ,Hidran Kota,"106,8096149","-6,250606464",Jl.Prapanca Raya dekat Kantor Lurah Kel.Pulo Kec.Keb.Baru,Rusak Ringan
2023,Jakarta Selatan,Kebayoran Baru,Pulo,132050207008 ,Hidran Kota,"106,8071813","-6,255491178",JL. Prapanca Belakang Rumah Dinas Kedubes AS Kel. Pulo Kec. Keb. Baru,Baik
2023,Jakarta Selatan,Mampang Prapatan,Mampang Prapatan,132050207008 ,Hidran Kota,"106,8276641","-6,240397653",Jl.Kapten Tendean Kolong Jembatan Kel.M.Prapatan Kec.M.Prapatan,Baik
2023,Jakarta Selatan,Mampang Prapatan,Mampang Prapatan,132050207008 ,Hidran Kota,"106,8298909","-6,24789083",Jl.M.Prapatan VIII Pertigaan Kel.M.Prapatan Kec.M.Prapatan,Rusak Ringan
2023,Jakarta Selatan,Mampang Prapatan,Mampang Prapatan,132050207008 ,Hidran Kota,"106,8272919","-6,254329772",Jl.M.Prapatan depan Wisma Basmar Kel.M.Prapatan Kec.M.Prapatan,Baik
2023,Jakarta Selatan,Mampang Prapatan,Mampang Prapatan,132050207008 ,Hidran Kota,"106,8256617","-6,243569917",Jl.M.Prapatan depan Mitsubishi Kel.M.Prapatan Kec.M.Prapatan,Baik
2023,Jakarta Selatan,Mampang Prapatan,Mampang Prapatan,132050207008 ,Hidran Kota,"106,8267354","-6,250182376",Jl.M.Prapatan Raya Depan Showroom Toyota Kel. Mampang Prapatan,Baik
2023,Jakarta Selatan,Mampang Prapatan,Mampang Prapatan,132050207008 ,Hidran Kota,"106,8201971","-6,265116648",Jl.M.Prapatan depan Hero Kel.M.Prapatan Kec.M.Prapatan,Baik
2023,Jakarta Selatan,Mampang Prapatan,Bangka,132050207008 ,Hidran Kota,"106,8214887","-6,242589204",Jl.Pondok Karya Komp Polri Kel.Bangka Kec.M.Prapatan,Baik
2023,Jakarta Selatan,Mampang Prapatan,Bangka,132050207008 ,Hidran Kota,"106,8178393","-6,240337685",Jl.Bangka Raya depan Gedung AKA Kel.Bangka Kec.M.Prapatan,Baik
2023,Jakarta Selatan,Mampang Prapatan,Bangka,132050207008 ,Hidran Kota,"106,8154546","-6,24601603",Jl.Bangka Raya sebrang BNI Kel.Bangka Kec.M.Prapatan,Rusak Ringan
2023,Jakarta Selatan,Mampang Prapatan,Bangka,132050207008 ,Hidran Kota,"106,8149396","-6,257394616",Jl.Kemang Raya Al / depan MC Donal Kel.Bangka Kec.M.Prapatan,Rusak Ringan
2023,Jakarta Selatan,Mampang Prapatan,Bangka,132050207008 ,Hidran Kota,"106,8215395","-6,2494695",Jl.Pondok Jaya Samping GOR Kel.Bangka Kec.M.Prapatan,Baik
2023,Jakarta Selatan,Mampang Prapatan,Bangka,132050207008 ,Hidran Kota,"106,8220986","-6,25803962",Jl.Kemang Utara depan rumah No.58 Kel.Bangka Kec.M.Prapatan,Rusak Ringan
2023,Jakarta Selatan,Mampang Prapatan,Bangka,132050207008 ,Hidran Kota,"106,8229869","-6,257997655",Jl.Kemang Utara Samping Mesjid Al Barkah Kel.Bangka Kec.M.Prapatan,Rusak Ringan
2023,Jakarta Selatan,Mampang Prapatan,Bangka,132050207008 ,Hidran Kota,"106,8139191","-6,257770911",Jl.Kemang I Kel.Bangka Kec.M.Prapatan,Baik
2023,Jakarta Selatan,Mampang Prapatan,Bangka,132050207008 ,Hidran Kota,"106,8131074","-6,274646064",Jl.Kemang Selatan XI Samping SPBU Kel.Bangka Kec.M.Prapatan,Rusak Ringan
2023,Jakarta Selatan,Mampang Prapatan,Bangka,132050207008 ,Hidran Kota,"106,8180324","-6,273566372",Jl.Kemang Selatan Raya depan kuburan Kel.Bangka Kec.M.Prapatan,Baik
2023,Jakarta Selatan,Pesanggrahan,Bintaro,132050207008 ,Hidran Kota,"106,7711895","-6,26027209",Jl.Veteran depan IKPN Kel.Bintaro Kec.Pesanggrahan,Rusak Ringan
2023,Jakarta Selatan,Cilandak,Cilandak Barat,132050207008 ,Hidran Kota,"106,7976269","-6,27706764",Jl.Cipete Raya dekat D'Best Kel.Cilandak Barat Kec.Cilandak,Baik
2023,Jakarta Selatan,Cilandak,Cilandak Barat,132050207008 ,Hidran Kota,"106,7856544","-6,291734831",Jl.RA Kartini  Kel.Cilandak Barat Kec.Cilandak,Rusak Ringan
2023,Jakarta Selatan,Cilandak,Cilandak Barat,132050207008 ,Hidran Kota,"106,7995554","-6,280148467",Jl. BDN II depan Apotik Gaharu Kel.Cilandak Barat Kec.Cilandak,Rusak Ringan
2023,Jakarta Selatan,Cilandak,Cilandak Barat,132050207008 ,Hidran Kota,"106,7995661","-6,281662816",Jl BDN II depan rumah no. 61 Kel.Cilandak Barat Kec.Cilandak,Baik
2023,Jakarta Selatan,Cilandak,Cilandak Barat,132050207008 ,Hidran Kota,"106,795903","-6,285369152",Jl.RS.Fatmawati dekat Wisma Subud Kel.Cilandak Barat Kec.Cilandak,Baik
2023,Jakarta Selatan,Cilandak,Cilandak Barat,132050207008 ,Hidran Kota,"106,7951787","-6,289920209",Jl.RS.Fatmawati Mesjid Al Hidayah Kel.Cilandak Barat Kec.Cilandak,Baik
2023,Jakarta Selatan,Cilandak,Cilandak Barat,132050207008 ,Hidran Kota,"106,7954246","-6,292640331",Jl.TB.Simatupang RS Fatmawati Kel.Cilandak Barat Kec.Cilandak,Baik
2023,Jakarta Selatan,Cilandak,Cilandak Barat,132050207008 ,Hidran Kota,"106,7924617","-6,282456662",Jl.Terogong Raya depan rumah Alfa Kel.Cilandak Barat Kec.Cilandak,Baik
2023,Jakarta Selatan,Cilandak,Cilandak Barat,132050207008 ,Hidran Kota,"106,7920969","-6,292553764",Jl.RA.Kartini Taman Cilandak Kel.Cilandak Barat Kec.Cilandak,Baik
2023,Jakarta Selatan,Cilandak,Cilandak Barat,132050207008 ,Hidran Kota,"106,7965928","-6,279819752",Jl.Terogong deket Jl.RS.Fatmawati Kel.Cilandak Barat Kec.Cilandak,Rusak Ringan
2023,Jakarta Selatan,Cilandak,Cipete Selatan,132050207008 ,Hidran Kota,"106,8040032","-6,266692695",Jl.Abdul Majid depan rumah No.34 Kel.Cipete Sel Kec.Cilandak,Rusak Ringan
2023,Jakarta Selatan,Cilandak,Cipete Selatan,132050207008 ,Hidran Kota,"106,8083229","-6,26231479",Jl.P.Antasari depan SPBU Kel.Cipete Sel Kec.Cilandak,Rusak Ringan
2023,Jakarta Selatan,Cilandak,Cipete Selatan,132050207008 ,Hidran Kota,"106,8019361","-6,269683695",Jl.P.Antasari ujung Jl.Asem II Kel.Cipete Sel Kec.Cilandak,Rusak Ringan
2023,Jakarta Selatan,Cilandak,Cipete Selatan,132050207008 ,Hidran Kota,"106,802097","-6,269683686",Jl.Asem II dekat Sekolah Prancis Kel.Cipete Sel Kec.Cilandak,Baik
2023,Jakarta Selatan,Cilandak,Cipete Selatan,132050207008 ,Hidran Kota,"106,7972227","-6,278867207",Jl.Cipete Raya depan rumah No.9 Kel.Cipete Sel Kec.Cilandak,Baik
2023,Jakarta Selatan,Cilandak,Cipete Selatan,132050207008 ,Hidran Kota,"106,7976519","-6,276638317",Jl.Cipete Raya depan Restoran Cianjur Kel.Cipete Sel Kec.Cilandak,Baik
2023,Jakarta Selatan,Cilandak,Cipete Selatan,132050207008 ,Hidran Kota,"106,7844907","-6,291949995",Jl.RA.Kartini dekat RS Siloam Kel.Cipete Sel Kec.Cilandak,Baik
2023,Jakarta Selatan,Cilandak,Lebak Bulus,132050207008 ,Hidran Kota,"106,7807034","-6,291043537",Jl.RA.Kartini Hook Jl.Adiyaksa Kel.L.Bulus Kec.Cilandak,Baik
2023,Jakarta Selatan,Cilandak,Lebak Bulus,132050207008 ,Hidran Kota,"106,7713576","-6,290899495",Jl.Batan depan PTIQ Kel.L.Bulus Kec.Cilandak,Baik
2023,Jakarta Selatan,Tebet,Menteng Dalam,132050207008 ,Hidran Kota,"106,8395041","-6,233720743",Jl. Rasamala depan Indomart Kel. Menteng Dalam Kec. Tebet,Rusak Ringan
2023,Jakarta Selatan,Tebet,Menteng Dalam,132050207008 ,Hidran Kota,"106,8452625","-6,239838665",Jl. Prof Supomo depan Pos Pemadam Kel. Menteng Dalam Kec. Tebet,Baik
2023,Jakarta Selatan,Tebet,Menteng Dalam,132050207008 ,Hidran Kota,"106,8450157","-6,232618224",Jl. Prof Supomo depan Hotel Amaris Kel. Menteng Dalam Kec. Tebet,Baik
2023,Jakarta Selatan,Tebet,Menteng Dalam,132050207008 ,Hidran Kota,"106,856624","-6,213267132",Jl. Manggarai Utara I Jembatan Kel. Menteng Dalam Kec. Tebet,Rusak Ringan
2023,Jakarta Selatan,Tebet,Tebet Barat,132050207008 ,Hidran Kota,"106,8567659","-6,227664492",Jl. Tebet Raya depan Ruko No. 18 Kel. Tebet Barat Kec. Tebet,Rusak Ringan
2023,Jakarta Selatan,Tebet,Tebet Barat,132050207008 ,Hidran Kota,"106,8456929","-6,218881398",Jl. Dr. Sahardjo GG. Manggis II Kel. Tebet Barat Kec. Tebet,Baik
2023,Jakarta Selatan,Tebet,Tebet Timur,132050207008 ,Hidran Kota,"106,8552637","-6,228847483",Jl. Tebet Raya depan Ruko  Kel. Tebet Timur Kec. Tebet,Rusak Ringan
2023,Jakarta Selatan,Tebet,Tebet Timur,132050207008 ,Hidran Kota,"106,8536383","-6,236675073",Jl. Tebet Timur Dalam depan rumah No. 107 Kel. Tebet Timur Kec. Tebet,Baik
2023,Jakarta Selatan,Tebet,Tebet Timur,132050207008 ,Hidran Kota,"106,8577045","-6,23408338",Jl. Tebet Timur dalam deket klinik  Kel. Tebet Timur Kec. Tebet,Baik
2023,Jakarta Selatan,Tebet,Tebet Timur,132050207008 ,Hidran Kota,"106,8569267","-6,235117913",Jl. Tebet Timur dalam depan Pasar PSPT Kel. Tebet Timur Kec. Tebet,Baik
2023,Jakarta Selatan,Tebet,Bukit Duri,132050207008 ,Hidran Kota,"106,8602315","-6,225253323",Jl. KH. Safei depan Masjid Attahiriyah Kel. Bukit Duri Kec. Tebet,Rusak Ringan
2023,Jakarta Selatan,Tebet,Bukit Duri,132050207008 ,Hidran Kota,"106,8457903","-6,219472259",Jl. Bukit Duri Tanjakan depan PDAM Kel. Bukit Duri Kec. Tebet,Rusak Ringan
2023,Jakarta Selatan,Tebet,Bukit Duri,132050207008 ,Hidran Kota,"106,8596032","-6,222692842",Jl. Bukit Duri Tanjakan depan Wisma Ciliwung Kel. Bukit Duri Kec. Tebet,Rusak Ringan
2023,Jakarta Selatan,Tebet,Bukit Duri,132050207008 ,Hidran Kota,"106,8626679","-6,223733043",Jl. Kampung Melayu Kecil Kel. Bukit Duri Kec. Tebet,Rusak Ringan
2023,Jakarta Selatan,Tebet,Bukit Duri,132050207008 ,Hidran Kota,"106,8537125","-6,218084464",Jl. Bukit Duri Barat depan Pasar Kel. Bukit Duri Kec. Tebet,Rusak Ringan
2023,Jakarta Selatan,Tebet,Bukit Duri,132050207008 ,Hidran Kota,"106,8586781","-6,225544425",Jl. Bukit Duri Lapangan depan Indomart Kel. Bukit Duri Kec. Tebet,Rusak Ringan
2023,Jakarta Selatan,Tebet,Bukit Duri,132050207008 ,Hidran Kota,"106,8604233","-6,237968226",Jl. Asem Baris depan Material TB Glat Kel. Bukit Duri Kec. Tebet,Baik
2023,Jakarta Selatan,Tebet,Bukit Duri,132050207008 ,Hidran Kota,"106,8594988","-6,217641244",Jl. Bukit Duri SMA 8 Kel. Bukit Duri Kec. Tebet,Rusak Ringan
2023,Jakarta Selatan,Tebet,Kebon Baru,132050207008 ,Hidran Kota,"106,8602162","-6,236128927",Jl. Asem Baris depan Masjid Kel. Kebon Baru Kec. Tebet,Baik
2023,Jakarta Selatan,Tebet,Kebon Baru,132050207008 ,Hidran Kota,"106,8597012","-6,23263068",Jl. Asem Baris depan Gedung Kesenian Kel. Kebon Baru Kec. Tebet,Baik
2023,Jakarta Selatan,Tebet,Kebon Baru,132050207008 ,Hidran Kota,"106,8621051","-6,225456767",Jl. Kh. Safei Hook Jl. Gudang Peluru Kel. Kebon Baru Kec. Tebet,Baik
2023,Jakarta Selatan,Tebet,Kebon Baru,132050207008 ,Hidran Kota,"106,8009658","-6,270984619",Jl. Asem Baris Raya depan Alfa Kel. Kebon Baru Kec. Tebet,Rusak Ringan
2023,Jakarta Selatan,Tebet,Kebon Baru,132050207008 ,Hidran Kota,"106,8012018","-6,26972619",Jl. Asem Baris Raya depan rumah No. 5 A Kel. Kebon Baru Kec. Tebet,Rusak Ringan
2023,Jakarta Selatan,Tebet,Manggarai Selatan,132050207008 ,Hidran Kota,"106,844307","-6,216900071",Jl. Dr. Sahardjo Sebrang Indomart Kel. Manggarai Sel Kec. Tebet,Rusak Ringan
2023,Jakarta Selatan,Tebet,Manggarai Selatan,132050207008 ,Hidran Kota,"106,8553698","-6,215117495",Jl. Manggarai Selatan 7 Jembatan Kel. Manggarai Sel Kec. Tebet,Rusak Ringan
2023,Jakarta Selatan,Tebet,Manggarai Selatan,132050207008 ,Hidran Kota,"106,8503299","-6,223823059",Jl. Kh. Abdullah Safei depan Telkom Kel. Manggarai Sel Kec. Tebet,Rusak Ringan
2023,Jakarta Selatan,Tebet,Manggarai Selatan,132050207008 ,Hidran Kota,"106,846725","-6,20846206",Jl. Sultan Agung depan rumah Sakit Kel. Manggarai Sel Kec. Tebet,Baik
2023,Jakarta Selatan,Tebet,Manggarai Selatan,132050207008 ,Hidran Kota,"106,8455419","-6,218888932",Jl. Albarkah depan Apotik Kel. Manggarai Sel Kec. Tebet,Rusak Ringan
2023,Jakarta Barat,Kebon Jeruk,Sukabumi Utara,132050207008 ,Hidran Kota,"106,780585","-6,212194","Jl. Kebayoran Lama. Kel. Sukabumi Utara,Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta.",Rusak Ringan
2023,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,132050207008 ,Hidran Kota,"106,769977","-6,219124","Jl.Z Kp. Baru No.54 Rt 8/Rw8 Kel. Sukabumi Selatan,Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11560",Rusak Ringan
2023,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,132050207008 ,Hidran Kota,"106,771501","-6,216553","Jl. PosPengumben Rt 1 /Rw6. Kel. Sukabumi Selatan, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11560",Rusak Ringan
2023,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,132050207008 ,Hidran Kota,N/A,N/A,Jl. Raya Keboyoran Lama. Kel. Sukabumi Selatan ( Sebrang Kantor Penjualan Suzuki ),Rusak Ringan
2023,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,132050207008 ,Hidran Kota,"106,774928","-6,225596","Jl. Ashirot Rt 12/ Rw1 Kel. Sukabumi Selatan,Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11560",Rusak Ringan
2023,Jakarta Barat,Kembangan,Meruya Utara,132050207008 ,Hidran Kota,"106,755424","-6,194486","Jl.Teknologi I Komp.BPPT RT.01, RW.03 (sebelah Pos RW.03), Kel.Meruya Utara, Kec.Kembangan",Baik
2023,Jakarta Barat,Kembangan,Srengseng,132050207008 ,Hidran Kota,"106,751033","-6,197478","Jl.Meruya Ilir Raya RT.05, RW.08, Kel.Srengseng, Kec.Kembangan",Rusak Ringan
2023,Jakarta Barat,Kembangan,Srengseng,132050207008 ,Hidran Kota,"106,75692","-6,203405","Jl.Srengseng Raya, RT.06, RW.01 (depan Kantor Lurah Srengseng), Kel.Srengseng, Kec.Kembangan",Rusak Ringan
2023,Jakarta Barat,Kembangan,Srengseng,132050207008 ,Hidran Kota,"106,759972","-6,215222","Jl.Srengseng Raya RT.04, RW.03 (depan Gapura SMU 85), Kel.Srengseng, Kec.Kembangan",Rusak Ringan
2023,Jakarta Selatan,Pasar Minggu,Ragunan,132050207008 ,Hidran Kota,"106,8209583","-6,298687882",Jl. RM. Harsono Pertanian Kel. Ragunan Kec. Ps.Minggu,Baik
2023,Jakarta Selatan,Pasar Minggu,Ragunan,132050207008 ,Hidran Kota,"106,8228144","-6,29249202",Jl.Warung Jati Ex Gra Sindo Kel.Ragunan Kec.Ps.Minggu,Rusak Ringan
2023,Jakarta Selatan,Pasar Minggu,Ragunan,132050207008 ,Hidran Kota,"106,8191398","-6,28409123",Jl. Ampera ( Komp POLRI ) Kel. Ragunan Kec. Ps.Minggu,Baik
2023,Jakarta Selatan,Pasar Minggu,Kebagusan,132050207008 ,Hidran Kota,"106,819746","-6,293313163",Jl. Tb.Simatupang Hook Jl. Kebagusan Kel. Ragunan Kec. Ps.Minggu,Baik
2023,Jakarta Timur,MATRAMAN,KEBON MANGGIS,132050207008 ,Hidran Kota,"106,859278","-6,20975","Jl. MATRAMAN RAYA NO.132,KANTOR SUDIN",baik
2023,Jakarta Timur,MATRAMAN,KEBON MANGGIS,132050207008 ,Hidran Kota,"106,857972","-6,206028",Jl. MATRAMAN RAYA ( DEPAN KSATRIAN BERLAND),Baik
2023,Jakarta Timur,MATRAMAN,KEBON MANGGIS,132050207008 ,Hidran Kota,"106,8582914","-6,2108302",Jl. SLAMET RIYADI 1,Baik
2023,Jakarta Timur,MATRAMAN,PALMERIAM,132050207008 ,Hidran Kota,"106,854806","-6,200056",JL. MATRAMAN RAYA ( DEPAN BALAIRUNG),Rusak Ringan
2023,Jakarta Timur,MATRAMAN,PALMERIAM,132050207008 ,Hidran Kota,"106,8572054","-6,2029243",JL. MATRAMAN RAYA ( DEPAN EX BANK BII  DIBAWAH TANGGA JPO TEGALAN),baik
2023,Jakarta Timur,MATRAMAN,PALMERIAM,132050207008 ,Hidran Kota,"106,857472","-6,203417",JL. MATRAMAN RAYA ( DIDEPAN HOTEL HOLIDAY INN),Rusak Ringan
2023,Jakarta Timur,MATRAMAN,PALMERIAM,132050207008 ,Hidran Kota,"106,859417","-6,208333","JL. MATRAMAN RAYA ( DEPAN ST,YOSEPH)",Rusak Ringan
2023,Jakarta Timur,MATRAMAN,PALMERIAM,132050207008 ,Hidran Kota,"106,859889","-6,209611",JL. MATRAMAN RAYA ( DEPAN DISBINTALAD),Rusak Ringan
2023,Jakarta Timur,MATRAMAN,PALMERIAM,132050207008 ,Hidran Kota,"106,861889","-6,208472",JL. KH AHMAD DAHLAN ( HUK REL KRETA),Rusak Ringan
2023,Jakarta Timur,MATRAMAN,PALMERIAM,132050207008 ,Hidran Kota,"106,861028","-6,205194",JL. KAYU MANIS LAMA 1,Rusak Ringan
2023,Jakarta Timur,MATRAMAN,PALMERIAM,132050207008 ,Hidran Kota,"106,857417","-6,197083",JL. RAYA PRAMUKA ( DEPAN PS PRAMUKA),Rusak Ringan
2023,Jakarta Timur,MATRAMAN,PALMERIAM,132050207008 ,Hidran Kota,"106,859083","-6,195944",JL. RAYA PRAMUKA ( DEPAN TOKO  KERTAS MUTIARA),Rusak Ringan
2023,Jakarta Timur,MATRAMAN,PALMERIAM,132050207008 ,Hidran Kota,"106,8703686","-6,1924821",JL. RAYA PRAMUKA ( DEPAN BPKP),Rusak Ringan
2023,Jakarta Timur,MATRAMAN,UTAN KAYU UTARA,132050207008 ,Hidran Kota,"106,862722","-6,193833",JL. RAYA UTAN KAYU UTARA ( DEPAN KORAMIL),Rusak Ringan
2023,Jakarta Timur,MATRAMAN,UTAN KAYU UTARA,132050207008 ,Hidran Kota,"106,867","-6,193611",JL. RAYA UTAN KAYU UTARA ( DEPAN HOTEL SALEH),Baik
2023,Jakarta Timur,MATRAMAN,UTAN KAYU UTARA,132050207008 ,Hidran Kota,"106,868861","-6,19475",JL. RAYA UTAN KAYU UTARA ( HUK KOMP. KEHAKIMAN),Rusak Ringan
2023,Jakarta Timur,MATRAMAN,UTAN KAYU UTARA,132050207008 ,Hidran Kota,"106,871056","-6,196361",JL. RAYA UTAN KAYU UTARA ( HUK JL NANGKA),baik
2023,Jakarta Timur,MATRAMAN,UTAN KAYU SELATAN,132050207008 ,Hidran Kota,"106,873889","-6,197361",JL. AHMAD YANI ( DIBAWAH JPO HALTE BUSWAY),Rusak Ringan
2023,Jakarta Timur,MATRAMAN,UTAN KAYU SELATAN,132050207008 ,Hidran Kota,"106,8734018","-6,204165",JL. AHMAD YANI ( DIDEPAN POLSEK KEBON SEREH),Rusak Ringan
2023,Jakarta Timur,MATRAMAN,UTAN KAYU SELATAN,132050207008 ,Hidran Kota,"106,866222","-6,20875",JL. KELAPA SAWIT RAYA ( HUK KAYU MANIS X),Rusak Ringan
